ts,temperature,humidity,pressure,voltage,cpu_usage,anomaly_flags,source,note,owner_email
2026-05-24T18:00:00Z,27.521,59.5042,1013.6056,12.0056,27.5567,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-24T18:30:00Z,27.5022,60.8656,1013.596,12.0054,27.3916,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,溫度過高異常,admin@example.com
2026-05-24T19:00:00Z,28.028,59.1018,1014.9182,11.9922,24.6252,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,壓力偏低,admin@example.com
2026-05-24T19:30:00Z,27.2355,61.4531,1013.6096,11.9888,26.3467,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,維護後恢復記錄,admin@example.com
2026-05-24T20:00:00Z,27.5728,60.8875,1013.6342,12.0095,25.8522,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,濕度偏高,admin@example.com
2026-05-24T20:30:00Z,28.5203,61.1161,1013.4032,12.0046,25.6622,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,CPU 高負載,admin@example.com
2026-05-24T21:00:00Z,28.2117,60.1062,1013.6063,12.0305,29.2886,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,CPU 高負載,admin@example.com
2026-05-24T21:30:00Z,28.0599,60.4745,1014.8997,12.0067,30.6982,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,溫度過高異常,admin@example.com
2026-05-24T22:00:00Z,26.988,61.5556,1014.3809,12.0387,31.0339,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-24T22:30:00Z,28.6636,61.6511,1014.2836,12.0144,31.1947,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,維護後恢復記錄,admin@example.com
2026-05-24T23:00:00Z,28.2359,60.7188,1014.0801,12.0374,32.2939,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,廠房A早班量測,admin@example.com
2026-05-24T23:30:00Z,27.5782,59.7638,1013.7018,12.0465,28.7477,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,CPU 高負載,admin@example.com
2026-05-25T00:00:00Z,27.2483,58.5464,1013.5246,12.0624,32.3913,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-25T00:30:00Z,28.4656,59.0874,1013.9972,12.0493,35.0942,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-25T01:00:00Z,27.3618,58.5861,1014.1747,12.0421,37.1466,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-25T01:30:00Z,27.9857,62.1349,1014.084,12.0751,34.6706,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-25T02:00:00Z,26.3926,60.4746,1012.9591,12.0759,37.6674,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,電壓過低警示,admin@example.com
2026-05-25T02:30:00Z,26.3853,59.3997,1011.9996,12.0902,38.1807,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-25T03:00:00Z,26.3936,58.8756,1013.4974,12.0967,37.8183,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,機房例行記錄,admin@example.com
2026-05-25T03:30:00Z,25.8043,58.9513,1013.7421,12.0698,38.6132,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,CPU 高負載,admin@example.com
2026-05-25T04:00:00Z,26.3665,61.6847,1013.1376,12.1073,40.9172,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-25T04:30:00Z,25.4993,60.8822,1011.7514,12.0927,42.0401,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-25T05:00:00Z,24.9748,60.9431,1012.3432,12.1141,45.8965,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,電壓過低警示,admin@example.com
2026-05-25T05:30:00Z,25.7083,63.6281,1012.0783,12.0941,92.733,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": true}",user,CPU 高負載,admin@example.com
2026-05-25T06:00:00Z,26.0193,61.8074,1012.5926,12.1052,46.6119,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,電壓過低警示,admin@example.com
2026-05-25T06:30:00Z,24.511,60.7788,1012.3041,12.0827,48.6983,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,維護後恢復記錄,admin@example.com
2026-05-25T07:00:00Z,25.3504,61.507,1012.6337,12.1112,48.7162,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,機房例行記錄,admin@example.com
2026-05-25T07:30:00Z,25.4025,63.0476,1012.5942,12.0828,51.3198,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,電壓過低警示,admin@example.com
2026-05-25T08:00:00Z,24.7163,62.1606,1011.5595,12.0834,47.3579,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-25T08:30:00Z,23.906,64.5224,1011.7819,12.1048,50.9812,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,壓力偏低,admin@example.com
2026-05-25T09:00:00Z,23.0258,64.3382,1012.2043,12.1065,52.6437,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,廠房A早班量測,admin@example.com
2026-05-25T09:30:00Z,22.4475,64.1373,1011.4766,12.0934,52.3456,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-25T10:00:00Z,22.2327,62.8918,1011.8168,12.0637,51.6884,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,壓力偏低,admin@example.com
2026-05-25T10:30:00Z,23.2889,64.4418,1011.7254,12.0676,53.6226,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,廠房B夜班量測,admin@example.com
2026-05-25T11:00:00Z,23.3705,65.8717,1012.0026,12.0788,52.3435,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,維護後恢復記錄,admin@example.com
2026-05-25T11:30:00Z,22.3162,66.9263,1011.2,12.0731,53.3028,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,溫度過高異常,admin@example.com
2026-05-25T12:00:00Z,22.0859,64.5727,1012.1903,12.0402,56.7,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,廠房B夜班量測,admin@example.com
2026-05-25T12:30:00Z,22.7018,65.7935,1010.5506,12.0335,57.6369,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,廠房B夜班量測,admin@example.com
2026-05-25T13:00:00Z,21.9374,68.1318,1012.1229,12.0415,57.4847,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,溫度過高異常,admin@example.com
2026-05-25T13:30:00Z,22.2486,66.3704,1011.3511,12.0267,55.9267,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,廠房B夜班量測,admin@example.com
2026-05-25T14:00:00Z,21.7095,67.5057,1010.3842,12.0231,53.2439,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,壓力偏低,admin@example.com
2026-05-25T14:30:00Z,22.9498,68.8599,1011.3454,12.0318,51.85,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-25T15:00:00Z,22.6809,66.949,1010.4476,12.0287,53.2579,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,廠房A早班量測,admin@example.com
2026-05-25T15:30:00Z,21.4359,66.7311,1011.3747,11.9984,55.4692,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-25T16:00:00Z,21.337,68.5434,1010.7905,12.0093,51.4976,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,電壓過低警示,admin@example.com
2026-05-25T16:30:00Z,22.8159,68.9385,1010.1911,11.9895,50.9406,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,廠房B夜班量測,admin@example.com
2026-05-25T17:00:00Z,21.9426,69.5445,1010.9805,12.0021,50.995,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-25T17:30:00Z,21.7882,68.826,1010.5686,12.0093,51.5566,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,廠房A早班量測,admin@example.com
2026-05-25T18:00:00Z,22.1881,71.2336,1010.1096,11.9888,53.5152,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-25T18:30:00Z,23.4844,68.622,1010.2429,11.9999,49.5642,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,壓力偏低,admin@example.com
2026-05-25T19:00:00Z,23.5928,69.6119,1011.6776,12.0125,46.4859,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-25T19:30:00Z,22.5177,67.8097,1011.8661,12.0158,48.5233,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,CPU 高負載,admin@example.com
2026-05-25T20:00:00Z,23.2753,69.4557,1011.974,11.99,49.7181,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,電壓過低警示,admin@example.com
2026-05-25T20:30:00Z,23.1488,71.2906,1010.551,12.0094,46.0949,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,溫度過高異常,admin@example.com
2026-05-25T21:00:00Z,24.7507,68.852,1011.6502,11.9923,45.6311,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,維護後恢復記錄,admin@example.com
2026-05-25T21:30:00Z,25.3648,69.3919,1011.5791,12.0261,45.5717,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,機房例行記錄,admin@example.com
2026-05-25T22:00:00Z,24.3633,68.6927,1010.4671,12.0284,39.9597,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-25T22:30:00Z,25.4072,69.8343,1011.3304,12.0265,42.4045,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-25T23:00:00Z,25.7356,71.88,1010.8955,12.0479,39.0163,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,濕度偏高,admin@example.com
2026-05-25T23:30:00Z,25.6279,69.0764,1010.8489,12.0173,38.9644,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,濕度偏高,admin@example.com
2026-05-26T00:00:00Z,25.1052,69.2474,1010.9285,12.0472,40.5924,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,排程自動記錄,admin@example.com
2026-05-26T00:30:00Z,26.3202,69.5073,1011.5218,12.0595,38.9259,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,排程自動記錄,admin@example.com
2026-05-26T01:00:00Z,26.8729,68.8038,1011.4273,12.0404,32.7663,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,電壓過低警示,admin@example.com
2026-05-26T01:30:00Z,27.7814,67.6941,1011.8349,12.0423,35.5147,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-26T02:00:00Z,27.094,69.6138,1011.3407,12.0837,32.504,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-26T02:30:00Z,27.6125,67.1813,1011.9485,12.0664,31.1118,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,CPU 高負載,admin@example.com
2026-05-26T03:00:00Z,27.0093,69.6446,1012.0769,12.0948,33.3778,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,排程自動記錄,admin@example.com
2026-05-26T03:30:00Z,27.9302,70.1761,1011.4643,12.0899,31.1722,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,廠房B夜班量測,admin@example.com
